1200,2012-08-27 00:00:00,2012,Greenville Auditorium,Greenville Auditorium,Quorum,Quorum,None,,Archive,,,,1200,1200-Greenville Auditorium,notes,0
1201,2012-09-11 00:00:00,2012,Nutrishop - Alliance,Nutrishop,Quorum,,,,Rejected,,,,1201,1201-Nutrishop - Alliance,notes,0
1202,2012-09-18 00:00:00,2012,Reed V Twins,Reeds,CMA,CMA,,,Rejected,,,,1202,1202-Reed V Twins,notes,0
1203,2012-10-16 00:00:00,2012,CMA Plan Review,Plan Review,CMA,CMA,None,,Rejected,,,,1203,1203-CMA Plan Review,notes,0
1204,2012-10-18 00:00:00,2012,Watagua Restrooms,Watagua,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1204,1204-Watagua Restrooms,notes,0
1205,2012-10-18 00:00:00,2012,Godley Office Building,Godley,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1205,1205-Godley Office Building,notes,0
1206,2012-10-24 00:00:00,2012,COFW Animal Control Facility,FW Animal Control,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1206,1206-COFW Animal Control Facility,notes,0
1207,2012-11-05 00:00:00,2012,Sr Citizen Elevator,Sr Citizen Elevator,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1207,1207-Sr Citizen Elevator,notes,0
1208,2012-11-30 00:00:00,2012,Dralco Systems,Dralco,"Kowpoke Architect, LLC",,,,Archive,,,,1208,1208-Dralco Systems,notes,0
1209,2012-12-04 00:00:00,2012,Equipment Services at Holly,Equipment Services,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1209,1209-Equipment Services at Holly,notes,0
1210,2012-12-05 00:00:00,2012,Cedar Hill MOB,CedarHillMOB,Designworks,Holtman Designworks,Maltz Engineering LLC,,Rejected,,,,1210,1210-Cedar Hill MOB,notes,0
1211,2012-12-07 00:00:00,2012,UNT HSC Library,UNTHSC,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1211,1211-UNT HSC Library,notes,0
1212,2012-12-10 00:00:00,2012,Japanese Gardens,JapaneseGardens,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1212,1212-Japanese Gardens,notes,0
1213,2013-01-10 00:00:00,2013,Euless Boiler Room,EulesBoiler,Designworks,Holtman Designworks,None,,Rejected,,,,1213,1213-Euless Boiler Room,notes,0
1214,2013-01-15 00:00:00,2013,Houston Street Shell,HoustonSt,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1214,1214-Houston Street Shell,notes,0
1215,2013-01-15 00:00:00,2013,Agra Public Schools,Agra,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1215,1215-Agra Public Schools,notes,0
1216,2013-01-16 00:00:00,2013,Garland DO,Garland DO,"Kowpoke Architect, LLC","Kowpoke Architect, LLC",Maltz Engineering LLC,,Rejected,,,,1216,1216-Garland DO,notes,0
1217,2013-02-04 00:00:00,2013,Russom Ranch Pump Station,RussomRanch,Elements of Architecture,Elements of Architecture,None,,Rejected,,,,1217,1217-Russom Ranch Pump Station,notes,0
1218,2013-02-06 00:00:00,2013,Melissa Scale House,MelissaScaleHouse,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1218,1218-Melissa Scale House,notes,0
1219,2013-02-08 00:00:00,2013,Bolt Street Fire Department Kitchen,BoltStFD,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1219,1219-Bolt Street Fire Department Kitchen,notes,0
1220,2013-02-20 00:00:00,2013,SW Nature Preserve,SWNaturePreserve,J & H Electrical Services,None,None,,Archive,,,,1220,1220-SW Nature Preserve,notes,0
1221,2013-02-22 00:00:00,2013,Castle Creek Pet Resort,CastleCreek,J & H Electrical Services,None,None,,Archive,,,,1221,1221-Castle Creek Pet Resort,notes,0
1222,2013-02-27 00:00:00,2013,Farmers Bank and Trust,FarmersBank,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1222,1222-Farmers Bank and Trust,notes,0
1223,2013-02-27 00:00:00,2013,JPS Renal Dialysis Unit,JPS RDU,Designworks,Holtman Designworks,Maltz Engineering LLC,,Rejected,,,,1223,1223-JPS Renal Dialysis Unit,notes,0
1224,2013-02-28 00:00:00,2013,Elements Office (DNJ 6th Ave Investments),Elements,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1224,1224-Elements Office (DNJ 6th Ave Investments),notes,0
1225,2013-03-04 00:00:00,2013,Jiffy Trip Cherokee,JT Cherokee,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1225,1225-Jiffy Trip Cherokee,notes,0
1226,2013-03-05 00:00:00,2013,Apache Corporation,Apache,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1226,1226-Apache Corporation,notes,0
1227,2013-03-07 00:00:00,2013,Dralco Systems - PA Building,DralcoPA,Dralco  Systems,Dralco  Systems,None,,Archive,,,,1227,1227-Dralco Systems - PA Building,notes,0
1228,2013-03-08 00:00:00,2013,Frisco Concession Stand,Frisco,Maltz Engineering LLC,None,None,,Rejected,,,,1228,1228-Frisco Concession Stand,notes,0
1229,2013-03-12 00:00:00,2013,McKinney Mexican Restaurant,McKinney Restaurant,Maltz Engineering LLC,None,None,,Rejected,,,,1229,1229-McKinney Mexican Restaurant,notes,0
1230,2013-03-22 00:00:00,2013,Murphy Animal Shelter,Murphy AS,Maltz Engineering LLC,Quorum,None,,Archive,,,,1230,1230-Murphy Animal Shelter,notes,0
1231,2013-04-15 00:00:00,2013,Jasco Products,Jasco,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1231,1231-Jasco Products,notes,0
1232,2013-04-16 00:00:00,2013,CenturyLink Call Center,CenturyLink,CMA,CMA,Maltz Engineering LLC,13163.001,Archive,,,,1232,1232-CenturyLink Call Center,notes,0
1233,2013-04-18 00:00:00,2013,Convention Center SE Doors,CCSEDoors,Elements of Architecture,Elements of Architecture,None,,Archive,,,,1233,1233-Convention Center SE Doors,notes,0
1234,2013-04-22 00:00:00,2013,XpressWellness Enid,Enid,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1234,1234-XpressWellness Enid,notes,0
1235,2013-04-22 00:00:00,2013,XpressWellness Elk City,Elk City,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1235,1235-XpressWellness Elk City,notes,0
1236,2013-05-01 00:00:00,2013,Calumet HS,CalumetHS,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1236,1236-Calumet HS,notes,0
1237,2013-05-03 00:00:00,2013,ESD Holly Vehicle Damage,ESDHolly,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1237,1237-ESD Holly Vehicle Damage,notes,0
1238,2013-05-08 00:00:00,2013,Hometown Postal,HometownPostal,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1238,1238-Hometown Postal,notes,0
1239,2013-05-08 00:00:00,2013,2900 Hulen COMCheck,2900Hulen,Powers Interior Construction,None,Maltz Engineering LLC,,Rejected,,,,1239,1239-2900 Hulen COMCheck,notes,0
1240,2013-05-22 00:00:00,2013,JPS Remodel,JPS,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1240,1240-JPS Remodel,notes,0
1241,2013-05-27 00:00:00,2013,Koinonia Church Remodel,KoinoniaChurch,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1241,1241-Koinonia Church Remodel,notes,0
1242,2013-06-04 00:00:00,2013,La Moderna Pasta Plant,LaModerna,Bennett Building Systems,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1242,1242-La Moderna Pasta Plant,notes,0
1243,2013-06-20 00:00:00,2013,UNT GAB 529+535,UNT-GAB,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1243,1243-UNT GAB 529+535,notes,0
1244,2013-06-21 00:00:00,2013,Speed of Light,SOL,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1244,1244-Speed of Light,notes,0
1245,2013-07-08 00:00:00,2013,Courtyard Pfluggerville,Courtyard,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1245,1245-Courtyard Pfluggerville,notes,0
1246,2013-07-15 00:00:00,2013,Argyle Showroom,Argyle,Maltz Engineering LLC,Dallas Proctor,None,,Rejected,,,,1246,1246-Argyle Showroom,notes,0
1247,2013-07-15 00:00:00,2013,Lewisville Warehouse,Lewisville,Maltz Engineering LLC,Dallas Proctor,None,,Rejected,,,,1247,1247-Lewisville Warehouse,notes,0
1248,2013-07-15 00:00:00,2013,Renfro Mezannine,RenfroMezzanine,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1248,1248-Renfro Mezannine,notes,0
1249,2013-07-16 00:00:00,2013,Dallas Church Gym,DallasChurchGym,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1249,1249-Dallas Church Gym,notes,0
1250,2013-07-22 00:00:00,2013,Keller Physical Therapy Bldg,KellerPT,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1250,1250-Keller Physical Therapy Bldg,notes,0
1251,2013-07-23 00:00:00,2013,Rental One,RentalOne,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1251,1251-Rental One,notes,0
1252,2013-07-29 00:00:00,2013,JPS Digital Media,JPSDigital,Elements of Architecture,Elements of Architecture,None,,Archive,,,,1252,1252-JPS Digital Media,notes,0
1253,2013-07-29 00:00:00,2013,Tuesday Monrning HVAC,TuesdayMorning,Maltz Engineering LLC,None,None,,Rejected,,,,1253,1253-Tuesday Monrning HVAC,notes,0
1254,2013-07-30 00:00:00,2013,Mid America Office Building,MidAmerica,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1254,1254-Mid America Office Building,notes,0
1255,2013-08-05 00:00:00,2013,2400 Circle Dr,2400CircleDr,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,13-1032.00,Archive,,,,1255,1255-2400 Circle Dr,notes,0
1256,2013-08-06 00:00:00,2013,MCMC HQ Lighting Design,MCMC,Maltz Engineering LLC,None,None,,Rejected,,,,1256,1256-MCMC HQ Lighting Design,notes,0
1257,2013-08-07 00:00:00,2013,502 Grand Ave,502Grand,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1257,1257-502 Grand Ave,notes,0
1258,2013-08-26 00:00:00,2013,Marine Creek Church,MarineCreek,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1258,1258-Marine Creek Church,notes,0
1259,2013-09-04 00:00:00,2013,McLendon City Hall,McLendon,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1259,1259-McLendon City Hall,notes,0
1260,2013-09-06 00:00:00,2013,Renaissance Square Lot 8,Renaissance,Maltz Engineering LLC,GSBS,None,,Archive,,,,1260,1260-Renaissance Square Lot 8,notes,0
1261,2013-09-12 00:00:00,2013,Binswanger Glass Co,BinswangerGlass,CMA,CMA,Maltz Engineering LLC,13208.001,Archive,,,,1261,1261-Binswanger Glass Co,notes,0
1262,2013-09-16 00:00:00,2013,AG Texas,AGTexas,Maltz Engineering LLC,GSBS,None,,Archive,,,,1262,1262-AG Texas,notes,0
1263,2013-09-17 00:00:00,2013,Mellow Mushroom Restaurant,MellowMushroom,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,Restaurant,,,1263,1263-Mellow Mushroom Restaurant,notes,0
1264,2013-09-24 00:00:00,2013,UNT Restroom Renovation,UNT RR,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1264,1264-UNT Restroom Renovation,notes,0
1265,2013-09-24 00:00:00,2013,UNT Sage Hall Coffee Shop,UNT Sage Hall,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1265,1265-UNT Sage Hall Coffee Shop,notes,0
1266,2013-10-01 00:00:00,2013,Church of Fort Worth,ChurchFW,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1266,1266-Church of Fort Worth,notes,0
1267,2013-10-04 00:00:00,2013,JPS 710 W Leuda,710WLeuda,Designworks,Holtman Designworks,Maltz Engineering LLC,,Rejected,,,,1267,1267-JPS 710 W Leuda,notes,0
1268,2013-10-08 00:00:00,2013,Creekside Lift Station,Creekside,"Deotte, Inc",None,None,,Archive,,,,1268,1268-Creekside Lift Station,notes,0
1269,2013-10-23 00:00:00,2013,Dallas Credit Union,DallasCU,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1269,1269-Dallas Credit Union,notes,0
1270,2013-10-23 00:00:00,2013,Dallas Retail Space,DallasRetail,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1270,1270-Dallas Retail Space,notes,0
1271,2013-10-24 00:00:00,2013,UNT Chestnut 160,UNT-Chestnut,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1271,1271-UNT Chestnut 160,notes,0
1272,2013-10-29 00:00:00,2013,KXAS Building Remodel,KXAS,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1272,1272-KXAS Building Remodel,notes,0
1273,2013-11-11 00:00:00,2013,Community Christian School,CCS,"Kowpoke Architect, LLC","Kowpoke Architect, LLC",Maltz Engineering LLC,,Rejected,,,,1273,1273-Community Christian School,notes,0
1274,2013-11-12 00:00:00,2013,Keller Community Theater,KellerCTheater,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1274,1274-Keller Community Theater,notes,0
1275,2013-11-14 00:00:00,2013,Tarrant County Correctional Facilities,TC-Correctional,Baird Hampton and Brown,None,Maltz Engineering LLC,,Archive,,,,1275,1275-Tarrant County Correctional Facilities,notes,0
1276,2013-11-18 00:00:00,2013,JL Reed Restroom addition,JL Reed,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1276,1276-JL Reed Restroom addition,notes,0
1277,2013-11-19 00:00:00,2013,Building # 615,B615,Maltz Engineering LLC,GSBS,None,,Archive,,,,1277,1277-Building # 615,notes,0
1278,2013-11-22 00:00:00,2013,JPS Corridor,JPS-Corridor,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Archive,,,,1278,1278-JPS Corridor,notes,0
1279,2013-11-26 00:00:00,2013,Klein Tools Expansion,KTE,Maltz Engineering LLC,BBP,None,,Rejected,,,,1279,1279-Klein Tools Expansion,notes,0
1280,2013-11-26 00:00:00,2013,Carroll Apartment Building,C-AB,Greenlight,Greenlight,Maltz Engineering LLC,,Archive,,,,1280,1280-Carroll Apartment Building,notes,0
1281,2013-12-13 00:00:00,2013,Texas Family Fitness,TFF,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1281,1281-Texas Family Fitness,notes,0
1282,2013-12-05 00:00:00,2013,BlueLinx Dust Collector,BlueLinx,Maltz Engineering LLC,None,None,,Archive,,,,1282,1282-BlueLinx Dust Collector,notes,0
1283,2013-12-05 00:00:00,2013,Midlothian Multi-Housing,Multi-Housing,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1283,1283-Midlothian Multi-Housing,notes,0
1284,2013-12-05 00:00:00,2013,Providence Bank,Providence,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1284,1284-Providence Bank,notes,0
1285,2013-12-06 00:00:00,2013,NRH MOB,NRH MOB,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1285,1285-NRH MOB,notes,0
1286,2013-12-13 00:00:00,2013,Nosredna Catering Kitchen,Nosredna,CMA,CMA,Maltz Engineering LLC,,Rejected,,,,1286,1286-Nosredna Catering Kitchen,notes,0
1287,2013-12-17 00:00:00,2013,Wilks Community Center,Wilks,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1287,1287-Wilks Community Center,notes,0
1288,2013-12-17 00:00:00,2013,ZaZa Ballroom Addition,ZaZa,Maltz Engineering LLC,GSBS,None,,Rejected,,,,1288,1288-ZaZa Ballroom Addition,notes,0
1289,2013-12-17 00:00:00,2013,Christ Community,ChristCommunity,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Archive,,,,1289,1289-Christ Community,notes,0
1290,2013-12-19 00:00:00,2013,81 Ranch,81Ranch,Maltz Engineering LLC,Kerr 3 Architects,None,,Archive,,,,1290,1290-81 Ranch,notes,0
1291,2014-01-15 00:00:00,2014,Physical Therapy Building,KelleyPT,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1291,1291-Physical Therapy Building,notes,0
1292,2014-01-20 00:00:00,2014,Paradise Methodist Church,Paradise,Maltz Engineering LLC,Dallas Proctor,None,,Archive,,,,1292,1292-Paradise Methodist Church,notes,0
1293,2014-01-20 00:00:00,2014,Celeris (2014),Celeris,The Celeris Group,The Celeris Group,Maltz Engineering LLC,,Archive,,,,1293,1293-Celeris (2014),notes,0
1294,2014-01-21 00:00:00,2014,USPS Dallas PDC,DallasPDC,Fratto Engineering,Fratto Engineering,None,,Archive,,,,1294,1294-USPS Dallas PDC,notes,0
1295,2014-01-28 00:00:00,2014,Small Retail Space,SmallRetail,Maltz Engineering LLC,Oxley Williams Tharp Architects,None,,Rejected,,,,1295,1295-Small Retail Space,notes,0
1296,2014-01-31 00:00:00,2014,BHB Plumbing Project,BHB,Baird Hampton and Brown,None,Maltz Engineering LLC,,Rejected,,,,1296,1296-BHB Plumbing Project,notes,0
1297,2014-01-31 00:00:00,2014,Mansfield Pharmacy,Pharmacy,No. 10 Design Group,No. 10 Design Group,Maltz Engineering LLC,,Rejected,,,,1297,1297-Mansfield Pharmacy,notes,0
1298,2014-01-31 00:00:00,2014,Glade Parks,Glade Parks,mycoskie+mcinnis+associates,mycoskie+mcinnis+associates,None,,Archive,,,,1298,1298-Glade Parks,notes,0
1299,2014-02-06 00:00:00,2014,Arbors Nursing Home,Arbors NH,Fratto Engineering,Fratto Engineering,None,,Archive,,,,1299,1299-Arbors Nursing Home,notes,0
1300,2014-02-10 00:00:00,2014,Amcor,Amcor,Maltz Engineering LLC,Maltz Engineering LLC,None,,Archive,,,,1300,1300-Amcor,notes,0
1301,2014-02-12 00:00:00,2014,777 Main St - Trinity River,TrinityRiver,Maltz Engineering LLC,Quorum,None,,Archive,,,,1301,1301-777 Main St - Trinity River,notes,0
1302,2014-02-12 00:00:00,2014,Sacred Heart of Jesus,SacredHeart,Maltz Engineering LLC,Quorum,None,,Rejected,,,,1302,1302-Sacred Heart of Jesus,notes,0
1303,2014-02-12 00:00:00,2014,Arlington Highlands,ArlingtonHighlands,Elements of Architecture,Elements of Architecture,Maltz Engineering LLC,,Rejected,,,,1303,1303-Arlington Highlands,notes,0
